customerID,genero,idoso,conjuge,dependentes,tempo_permanecido,servico_telefone,multiplas_linhas,servico_internet,seguranca_online,backup_online,protecao_dispositivo,suporte_ti,streaming_tv,streaming_movies,tempo_contratual,cobranca_digital,metodo_pagamento,cobranca_mensal,total_cobranca,churn
0979-PHULV,Homem,0,Sim,Sim,69,Sim,Sim,Fibra Óptica,Não,Não,Sim,Não,Sim,Sim,Mês a mês,Sim,Cartão de Crédito,99.45,7007.6,Sim
3067-SVMTC,Mulher,0,Sim,Não,68,Sim,Não,Sem Fibra Óptica,Sim,Não,Não,Sim,Não,Não,Um ano,Não,Transferência Bancária,55.9,3848.8,Não
5495-GPSRW,Homem,0,Não,Não,20,Sim,Não,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Dois anos,Sim,Cobrança Correio,19.7,419.4,Não
7606-BPHHN,Homem,0,Não,Não,72,Sim,Não,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Dois anos,Sim,Cartão de Crédito,19.8,1468.75,Não
4742-DRORA,Homem,0,Sim,Sim,60,Sim,Sim,Fibra Óptica,Sim,Não,Sim,Não,Sim,Não,Um ano,Sim,Transferência Bancária,95.4,5812,Não
0111-KLBQG,Homem,1,Sim,Sim,32,Sim,Não,Fibra Óptica,Não,Sim,Não,Não,Sim,Sim,Mês a mês,Sim,Cobrança Correio,93.95,2861.45,Não
4800-VHZKI,Mulher,0,Não,Não,1,Sim,Não,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Mês a mês,Sim,Cobrança Correio,19.9,19.9,Sim
7989-CHGTL,Homem,0,Não,Não,1,Sim,Não,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Mês a mês,Sim,Cobrança Correio,19.6,19.6,Sim
0334-GDDSO,Homem,1,Não,Não,3,Sim,Sim,Fibra Óptica,Não,Sim,Não,Não,Não,Não,Mês a mês,Sim,Cobrança Eletrônica,81.35,233.7,Sim
4163-NCJAK,Mulher,0,Sim,Não,46,Sim,Sim,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Um ano,Sim,Transferência Bancária,24.45,1066.15,Não
5233-AOZUF,Mulher,0,Sim,Não,29,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Cobrança Eletrônica,74.95,2149.05,Não
5973-EJGDP,Homem,0,Não,Não,51,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Sim,Não,Não,Mês a mês,Sim,Cobrança Eletrônica,87.35,4473,Não
1996-DBMUS,Mulher,1,Sim,Não,48,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Transferência Bancária,70.65,3545.05,Não
7916-VCCPB,Mulher,0,Sim,Sim,16,Sim,Não,Fibra Óptica,Não,Sim,Não,Não,Não,Não,Mês a mês,Não,Transferência Bancária,73.25,1195.75,Não
4686-GEFRM,Homem,0,Sim,Não,70,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Sim,Não,Sim,Dois anos,Sim,Transferência Bancária,98.7,6858.9,Não
5249-QYHEX,Mulher,0,Sim,Sim,40,Sim,Sim,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Dois anos,Sim,Cobrança Correio,24.8,1024.7,Não
0578-SKVMF,Mulher,0,Sim,Sim,22,Sim,Não,Fibra Óptica,Não,Sim,Não,Não,Não,Sim,Mês a mês,Não,Cobrança Eletrônica,83.3,1845.9,Sim
5564-NEMQO,Mulher,1,Não,Não,1,Sim,Não,Fibra Óptica,Não,Não,Sim,Não,Não,Não,Mês a mês,Sim,Transferência Bancária,75.3,75.3,Sim
2233-FAGXV,Mulher,0,Sim,Sim,5,Sim,Sim,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Mês a mês,Sim,Cobrança Correio,24.3,132.25,Não
5605-IYGFG,Mulher,0,Não,Não,7,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Transferência Bancária,69.85,515.45,Não
7663-ZTEGJ,Homem,0,Não,Sim,29,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Sim,Não,Sim,Um ano,Não,Cartão de Crédito,100.55,2830.45,Não
3935-TBRZZ,Homem,0,Sim,Sim,44,Sim,Sim,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Um ano,Não,Cobrança Correio,25.7,1110.5,Não
8111-BKVDS,Mulher,0,Não,Não,10,Não,Sem serviço telefônico,Sem Fibra Óptica,Sim,Sim,Sim,Não,Não,Não,Mês a mês,Não,Transferência Bancária,40.7,449.3,Não
2055-SIFSS,Mulher,1,Sim,Não,55,Sim,Sim,Sem Fibra Óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Não,Transferência Bancária,51.65,2838.55,Não
2806-MLNTI,Homem,1,Sim,Não,52,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Não,Sim,Sim,Um ano,Sim,Transferência Bancária,105.1,5376.4,Não
8734-DKSTZ,Mulher,0,Sim,Sim,10,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Sim,Mês a mês,Não,Cobrança Eletrônica,85.95,858.6,Não
4360-PNRQB,Homem,0,Não,Não,18,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Transferência Bancária,75.6,1395.05,Não
6152-ONASV,Mulher,0,Sim,Não,68,Sim,Sim,Sem Fibra Óptica,Sim,Não,Não,Sim,Não,Não,Um ano,Não,Transferência Bancária,58.25,3975.7,Não
9063-ZGTUY,Mulher,0,Sim,Sim,61,Sim,Não,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Mês a mês,Sim,Cobrança Correio,19.4,1182.55,Sim
7781-HVGMK,Mulher,0,Sim,Sim,72,Não,Sem serviço telefônico,Sem Fibra Óptica,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Sim,Cartão de Crédito,65.2,4784.45,Não
2181-UAESM,Homem,0,Não,Não,2,Sim,Não,Sem Fibra Óptica,Sim,Não,Sim,Não,Não,Não,Mês a mês,Não,Cobrança Eletrônica,53.45,119.5,Não
2957-LOLHO,Homem,0,Não,Não,12,Sim,Não,Sem Fibra Óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Transferência Bancária,45.4,518.9,Sim
6048-NJXHX,Homem,0,Sim,Não,41,Sim,Não,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Dois anos,Sim,Cobrança Eletrônica,19.75,899.45,Não
2320-SLKMB,Mulher,0,Não,Não,26,Não,Sem serviço telefônico,Sem Fibra Óptica,Não,Não,Sim,Sim,Sim,Não,Mês a mês,Sim,Cartão de Crédito,44.45,1183.8,Não
4980-URKXC,Homem,0,Sim,Não,36,Sim,Não,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Um ano,Não,Transferência Bancária,20.85,720.05,Não
4376-KFVRS,Homem,0,Sim,Sim,72,Sim,Sim,Fibra Óptica,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Sim,Cartão de Crédito,114.05,8468.2,Não
5886-VLQVU,Homem,0,Sim,Não,35,Sim,Sim,Fibra Óptica,Não,Não,Não,Sim,Não,Sim,Mês a mês,Sim,Transferência Bancária,89.85,3161.2,Não
3577-AMVUX,Homem,0,Não,Não,1,Sim,Não,Sem Fibra Óptica,Não,Não,Sim,Sim,Não,Não,Mês a mês,Não,Cobrança Correio,55.05,55.05,Não
0771-WLCLA,Mulher,0,Sim,Sim,16,Sim,Sim,Fibra Óptica,Sim,Não,Sim,Sim,Sim,Sim,Mês a mês,Sim,Cobrança Eletrônica,112.95,1882.55,Não
5628-RKIFK,Mulher,1,Não,Não,49,Sim,Sim,Fibra Óptica,Sim,Não,Não,Não,Sim,Sim,Mês a mês,Não,Cartão de Crédito,101.55,5070.4,Não
0206-TBWLC,Mulher,0,Sim,Não,54,Sim,Sim,Fibra Óptica,Sim,Sim,Sim,Sim,Sim,Sim,Um ano,Sim,Cobrança Correio,114.65,6049.5,Não
2937-FTHUR,Mulher,0,Não,Sim,18,Sim,Sim,Sem Fibra Óptica,Sim,Não,Não,Não,Não,Sim,Mês a mês,Não,Cobrança Eletrônica,64.8,1166.7,Não
1910-FMXJM,Mulher,0,Sim,Não,36,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Não,Sim,Mês a mês,Não,Cobrança Eletrônica,80.4,2937.65,Não
7752-XUSCI,Mulher,0,Não,Não,60,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Não,Sim,Sim,Mês a mês,Sim,Cobrança Eletrônica,105.9,6396.45,Sim
4110-PFEUZ,Mulher,0,Não,Não,1,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Não,Cobrança Correio,69.55,69.55,Sim
0732-OCQOC,Mulher,0,Sim,Sim,52,Sim,Sim,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Dois anos,Sim,Transferência Bancária,25.05,1270.25,Não
5168-MSWXT,Homem,0,Sim,Sim,8,Sim,Não,Fibra Óptica,Não,Não,Sim,Não,Sim,Sim,Mês a mês,Sim,Cobrança Eletrônica,94.75,759.55,Não
1090-ESELR,Homem,0,Sim,Sim,72,Sim,Não,Fibra Óptica,Sim,Sim,Não,Sim,Sim,Sim,Dois anos,Não,Transferência Bancária,105.5,7611.55,Não
8592-PLTMQ,Mulher,0,Não,Não,64,Sim,Sim,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Um ano,Não,Cobrança Correio,24.7,1642.75,Não
5760-WRAHC,Mulher,1,Não,Não,22,Sim,Não,Sem Fibra Óptica,Sim,Não,Sim,Sim,Não,Sim,Mês a mês,Sim,Cobrança Correio,69.75,1545.4,Não
8847-GEOOQ,Homem,0,Sim,Não,60,Não,Sem serviço telefônico,Sem Fibra Óptica,Não,Sim,Sim,Sim,Sim,Sim,Mês a mês,Sim,Transferência Bancária,60.2,3582.4,Não
0256-LTHVJ,Mulher,0,Sim,Sim,28,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Não,Sim,Mês a mês,Sim,Cobrança Eletrônica,81.05,2227.1,Sim
4785-FCIFB,Mulher,0,Sim,Não,61,Sim,Sim,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Dois anos,Não,Cobrança Correio,24.4,1417.9,Não
8313-NDOIA,Mulher,0,Não,Não,24,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Não,Sim,Sim,Mês a mês,Sim,Cobrança Eletrônica,104.15,2494.65,Não
5149-CUZUJ,Homem,0,Sim,Sim,28,Sim,Não,Fibra Óptica,Não,Sim,Sim,Sim,Sim,Não,Um ano,Não,Transferência Bancária,92.9,2768.35,Não
0942-KOWSM,Mulher,0,Sim,Sim,30,Sim,Não,Sem Fibra Óptica,Não,Sim,Sim,Sim,Sim,Sim,Dois anos,Não,Transferência Bancária,80.8,2369.3,Não
4237-CLSMM,Homem,0,Sim,Não,2,Sim,Não,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Mês a mês,Não,Cobrança Correio,20,38,Não
1452-VOQCH,Homem,0,Não,Não,1,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Cobrança Eletrônica,75.1,75.1,Não
4719-UMSIY,Homem,0,Não,Sim,6,Sim,Não,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Mês a mês,Não,Cobrança Correio,19.65,100.9,Não
6614-VBEGU,Mulher,0,Sim,Não,24,Sim,Não,Sem Fibra Óptica,Não,Sim,Não,Não,Sim,Sim,Mês a mês,Sim,Transferência Bancária,69.45,1614.05,Não
0880-TKATG,Homem,0,Sim,Sim,4,Sim,Sim,Fibra Óptica,Não,Não,Sim,Não,Sim,Sim,Mês a mês,Não,Cobrança Eletrônica,101.15,385.9,Sim
3811-VBYBZ,Homem,0,Não,Não,7,Sim,Sim,Fibra Óptica,Não,Sim,Não,Não,Sim,Sim,Mês a mês,Sim,Cobrança Eletrônica,99.8,673.25,Sim
1480-BKXGA,Homem,1,Sim,Não,72,Sim,Sim,Fibra Óptica,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Sim,Transferência Bancária,116.05,8404.9,Não
2996-XAUVF,Homem,0,Não,Não,70,Não,Sem serviço telefônico,Sem Fibra Óptica,Não,Não,Não,Sim,Não,Sim,Dois anos,Sim,Cobrança Correio,40.05,2799.75,Não
9076-AXYIK,Homem,1,Sim,Não,64,Sim,Sim,Fibra Óptica,Não,Não,Sim,Sim,Sim,Sim,Dois anos,Não,Cobrança Eletrônica,102.1,6538.45,Não
5968-XQIVE,Homem,0,Sim,Sim,72,Sim,Sim,Fibra Óptica,Não,Sim,Não,Não,Sim,Não,Um ano,Sim,Cobrança Eletrônica,89.7,6588.95,Não
8896-RAZCR,Mulher,0,Não,Sim,44,Sim,Não,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Dois anos,Não,Cobrança Correio,19.9,868.1,Não
4640-UHDOS,Mulher,0,Sim,Sim,13,Sim,Não,Sem Fibra Óptica,Não,Não,Não,Não,Não,Sim,Mês a mês,Não,Cobrança Eletrônica,55.95,734.35,Sim
4933-IKULF,Mulher,1,Não,Não,17,Sim,Não,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Um ano,Não,Cobrança Correio,20.65,330.6,Não
3583-EKAPL,Homem,0,Não,Não,1,Sim,Não,Sem Fibra Óptica,Não,Não,Não,Não,Não,Sim,Mês a mês,Sim,Cobrança Eletrônica,55,55,Sim
1304-BCCFO,Homem,0,Sim,Não,9,Sim,Não,Sem Fibra Óptica,Não,Não,Sim,Não,Sim,Sim,Mês a mês,Sim,Cobrança Correio,70.05,564.4,Não
4104-PVRPS,Homem,0,Sim,Não,24,Sim,Não,Sem Fibra Óptica,Sim,Não,Não,Sim,Não,Não,Mês a mês,Não,Cobrança Correio,53.6,1315.35,Não
9399-APLBT,Mulher,0,Sim,Sim,1,Sim,Não,Fibra Óptica,Não,Sim,Não,Não,Não,Não,Mês a mês,Sim,Cobrança Eletrônica,74.7,74.7,Sim
2359-KMGLI,Homem,0,Não,Não,24,Sim,Sim,Fibra Óptica,Não,Sim,Não,Não,Não,Não,Mês a mês,Sim,Cobrança Eletrônica,80.25,1861.5,Sim
3780-DDGSE,Homem,1,Sim,Sim,35,Sim,Não,Sem Fibra Óptica,Não,Sim,Não,Sim,Sim,Sim,Mês a mês,Sim,Cobrança Eletrônica,76.05,2747.2,Não
4431-EDMIQ,Mulher,0,Sim,Sim,7,Sim,Não,Sem Fibra Óptica,Sim,Sim,Sim,Sim,Sim,Não,Mês a mês,Sim,Cobrança Eletrônica,75.7,554.05,Não
0306-JAELE,Homem,0,Não,Não,5,Sim,Não,Fibra Óptica,Não,Não,Não,Sim,Sim,Sim,Mês a mês,Sim,Cobrança Eletrônica,96.1,453.4,Sim
6227-HWPWX,Mulher,0,Não,Sim,15,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Não,Transferência Bancária,69,994.8,Sim
0486-LGCCH,Homem,0,Sim,Sim,11,Sim,Não,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Dois anos,Não,Cobrança Correio,19.65,225.75,Não
0447-BEMNG,Mulher,0,Sim,Não,48,Não,Sem serviço telefônico,Sem Fibra Óptica,Sim,Não,Sim,Não,Não,Sim,Mês a mês,Sim,Transferência Bancária,45.3,2145,Sim
4612-SSVHJ,Mulher,1,Não,Não,20,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Não,Sim,Mês a mês,Sim,Cobrança Eletrônica,81.45,1671.6,Não
5168-MQQCA,Mulher,0,Sim,Não,72,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Sim,Sim,Sim,Um ano,Sim,Transferência Bancária,108.5,8003.8,Não
5949-XIKAE,Mulher,0,Sim,Sim,8,Sim,Não,Fibra Óptica,Não,Sim,Não,Não,Sim,Não,Mês a mês,Sim,Cobrança Eletrônica,83.55,680.05,Sim
7971-HLVXI,Homem,0,Sim,Sim,72,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Sim,Dois anos,Sim,Cartão de Crédito,84.5,6130.85,Não
9094-AZPHK,Mulher,0,Não,Não,15,Sim,Sim,Fibra Óptica,Não,Sim,Não,Não,Sim,Sim,Mês a mês,Sim,Cobrança Eletrônica,100.15,1415,Não
3649-JPUGY,Homem,0,Não,Não,72,Sim,Sim,Sem Fibra Óptica,Não,Sim,Sim,Sim,Sim,Sim,Dois anos,Sim,Transferência Bancária,88.6,6201.95,Não
8372-JUXUI,Homem,0,Não,Sim,1,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Cobrança Eletrônica,74.35,74.35,Sim
3552-CTCYF,Homem,0,Sim,Sim,63,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Não,Sim,Sim,Dois anos,Sim,Transferência Bancária,104.8,6597.25,Não
6778-YSNIH,Mulher,0,Não,Não,2,Sim,Não,Sem Fibra Óptica,Não,Sim,Não,Não,Sim,Não,Mês a mês,Sim,Cobrança Eletrônica,59,114.15,Não
0388-EOPEX,Mulher,0,Sim,Não,2,Sim,Não,Fibra Óptica,Sim,Não,Não,Não,Não,Não,Mês a mês,Sim,Cobrança Eletrônica,74.4,139.4,Sim
5756-OZRIO,Homem,1,Sim,Não,61,Sim,Sim,Sem Fibra Óptica,Não,Sim,Não,Não,Não,Sim,Um ano,Não,Transferência Bancária,64.05,3902.6,Não
6579-JPICP,Homem,0,Não,Não,1,Sim,Não,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Mês a mês,Não,Cobrança Correio,20.4,20.4,Não
8205-OTCHB,Homem,0,Não,Não,22,Não,Sem serviço telefônico,Sem Fibra Óptica,Não,Sim,Sim,Não,Não,Sim,Um ano,Sim,Transferência Bancária,43.75,903.6,Sim
4134-BSXLX,Homem,0,Sim,Não,28,Sim,Não,Sem Fibra Óptica,Sim,Sim,Não,Sim,Não,Não,Mês a mês,Não,Cobrança Correio,60.9,1785.65,Não
0505-SPOOW,Mulher,0,Sim,Não,70,Sim,Não,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Dois anos,Não,Transferência Bancária,19.8,1397.65,Não
6235-VDHOM,Mulher,1,Não,Não,5,Não,Sem serviço telefônico,Sem Fibra Óptica,Não,Sim,Não,Não,Não,Não,Mês a mês,Não,Cobrança Eletrônica,28.45,131.05,Sim
7783-YKGDV,Mulher,0,Não,Não,12,Sim,Sim,Fibra Óptica,Sim,Sim,Sim,Não,Não,Sim,Mês a mês,Sim,Transferência Bancária,99.7,1238.45,Sim
4374-YMUSQ,Homem,0,Não,Não,34,Sim,Sim,Fibra Óptica,Sim,Sim,Sim,Sim,Sim,Sim,Um ano,Não,Cartão de Crédito,116.25,3899.05,Não
4513-CXYIX,Mulher,1,Sim,Não,71,Sim,Sim,Fibra Óptica,Sim,Não,Não,Não,Não,Não,Dois anos,Sim,Cartão de Crédito,80.7,5676,Não
3957-HHLMR,Mulher,0,Sim,Sim,70,Sim,Sim,Sem Fibra Óptica,Sim,Não,Não,Não,Não,Sim,Um ano,Não,Transferência Bancária,65.2,4543.15,Não
7803-XOCCZ,Mulher,0,Sim,Sim,52,Sim,Não,Fibra Óptica,Sim,Não,Sim,Sim,Não,Não,Mês a mês,Sim,Transferência Bancária,84.05,4326.8,Não
5736-YEJAX,Homem,0,Não,Sim,69,Sim,Sim,Sem Fibra Óptica,Sim,Sim,Sim,Sim,Sim,Não,Dois anos,Sim,Cartão de Crédito,79.45,5502.55,Não
5609-CEBID,Mulher,1,Não,Não,20,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Não,Não,Sim,Mês a mês,Sim,Cobrança Eletrônica,94.1,1782.4,Sim
8981-FJGLA,Homem,0,Não,Sim,11,Sim,Sim,Fibra Óptica,Não,Não,Sim,Não,Não,Não,Mês a mês,Sim,Cobrança Correio,78,851.8,Não
7218-HKQFK,Homem,0,Sim,Não,2,Sim,Não,Fibra Óptica,Não,Não,Não,Sim,Sim,Sim,Mês a mês,Sim,Cobrança Eletrônica,94.2,167.5,Sim
4636-QRJKY,Mulher,0,Sim,Sim,6,Sim,Sim,Fibra Óptica,Não,Não,Não,Sim,Não,Não,Mês a mês,Sim,Cobrança Eletrônica,80.5,502.85,Sim
1135-LMECX,Mulher,0,Não,Não,1,Sim,Não,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Mês a mês,Não,Cobrança Correio,19.85,19.85,Não
4332-MUOEZ,Homem,1,Sim,Sim,20,Sim,Não,Fibra Óptica,Sim,Não,Sim,Sim,Não,Sim,Um ano,Não,Cartão de Crédito,94.3,1818.3,Não
8535-SFUTN,Homem,0,Não,Não,61,Sim,Sim,Fibra Óptica,Sim,Não,Sim,Não,Sim,Sim,Mês a mês,Sim,Cobrança Eletrônica,106.45,6300.15,Não
5956-VKDTT,Mulher,1,Sim,Não,5,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Cobrança Eletrônica,74.35,334.8,Sim
8677-HDZEE,Mulher,0,Não,Não,56,Sim,Sim,Fibra Óptica,Não,Sim,Não,Sim,Sim,Sim,Mês a mês,Sim,Transferência Bancária,105.45,5916.95,Não
2475-MROZF,Homem,0,Não,Não,30,Sim,Sim,Fibra Óptica,Sim,Sim,Sim,Sim,Não,Não,Mês a mês,Sim,Cartão de Crédito,95,2852.4,Não
9412-GHEEC,Homem,0,Não,Não,40,Sim,Sim,Fibra Óptica,Não,Não,Sim,Sim,Sim,Sim,Mês a mês,Não,Transferência Bancária,104.8,4131.95,Sim
3482-ABPKK,Mulher,0,Não,Não,28,Sim,Não,Sem Fibra Óptica,Sim,Não,Não,Sim,Não,Não,Um ano,Não,Cobrança Correio,54.3,1546.3,Não
6705-LXORM,Mulher,1,Sim,Não,5,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Não,Cobrança Eletrônica,70.05,302.6,Não
0257-ZESQC,Mulher,1,Sim,Não,27,Sim,Não,Fibra Óptica,Sim,Não,Não,Não,Não,Não,Mês a mês,Sim,Transferência Bancária,75.2,1929.35,Sim
7531-GQHME,Homem,0,Não,Não,12,Sim,Não,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Mês a mês,Não,Cartão de Crédito,20.05,265.45,Não
5174-ITUMV,Homem,0,Sim,Sim,67,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Não,Sim,Sim,Um ano,Sim,Cobrança Eletrônica,105.4,6989.45,Não
4109-CYRBD,Homem,1,Sim,Não,29,Sim,Sim,Sem Fibra Óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Cobrança Eletrônica,51.6,1442,Não
0913-XWSCN,Homem,0,Sim,Sim,55,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Sim,Mês a mês,Não,Transferência Bancária,85.5,4713.4,Não
6825-UYPFK,Mulher,0,Não,Não,23,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Não,Transferência Bancária,75.6,1758.6,Sim
8397-MVTAZ,Homem,0,Sim,Não,34,Sim,Sim,Fibra Óptica,Não,Não,Sim,Não,Sim,Sim,Mês a mês,Sim,Cobrança Eletrônica,100.05,3480,Sim
0750-EBAIU,Homem,0,Não,Não,52,Sim,Não,Fibra Óptica,Sim,Não,Sim,Não,Sim,Não,Um ano,Não,Cobrança Eletrônica,91.25,4738.3,Não
8606-CIQUL,Homem,1,Sim,Sim,72,Sim,Sim,Fibra Óptica,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Sim,Cartão de Crédito,115.75,8399.15,Não
3571-DPYUH,Homem,0,Sim,Sim,58,Sim,Sim,Fibra Óptica,Não,Sim,Não,Sim,Sim,Não,Um ano,Sim,Cartão de Crédito,94.7,5430.35,Não
7601-GNDYK,Homem,0,Sim,Sim,35,Sim,Não,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Dois anos,Não,Cobrança Correio,19.6,686.95,Não
0356-OBMAC,Mulher,1,Não,Não,56,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Sim,Sim,Não,Dois anos,Sim,Transferência Bancária,99.9,5706.3,Não
8067-NIOYM,Mulher,0,Sim,Sim,24,Sim,Não,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Dois anos,Sim,Cartão de Crédito,21.1,490.65,Não
1403-GYAFU,Homem,0,Sim,Sim,70,Sim,Não,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Dois anos,Não,Cartão de Crédito,20.05,1360.25,Não
4234-XTNEA,Homem,0,Não,Não,2,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Sim,Não,Mês a mês,Sim,Cobrança Eletrônica,79.95,174.45,Não
1297-VQDRP,Homem,1,Sim,Sim,68,Sim,Sim,Fibra Óptica,Não,Não,Sim,Sim,Sim,Sim,Um ano,Sim,Cartão de Crédito,107.15,7379.8,Não
9282-IZGQK,Mulher,0,Não,Não,1,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Sim,Mês a mês,Sim,Cobrança Eletrônica,85,85,Sim
5348-CAGXB,Homem,0,Não,Não,12,Sim,Sim,Fibra Óptica,Não,Não,Sim,Não,Sim,Não,Mês a mês,Sim,Cobrança Eletrônica,89.55,1021.75,Não
0621-HJWXJ,Mulher,0,Sim,Não,63,Sim,Sim,Fibra Óptica,Não,Sim,Não,Não,Não,Não,Mês a mês,Sim,Transferência Bancária,81.55,5029.05,Não
5844-QVTAT,Mulher,0,Sim,Sim,33,Sim,Não,Sem Fibra Óptica,Sim,Sim,Sim,Não,Não,Não,Um ano,Sim,Cobrança Correio,58.45,1955.4,Não
